Producto,Cliente,Cantidad Real,Cantidad Real N,Cantidad Pronosticada,Cantidad Pronosticada N,Diferencia,Diferencia Norm
CP5112N4,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",246,1.6400000000000001,182.537255249,1.2169150349933333,63.462744751,0.4230849650066668
CP5111S1,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",48,1.0,101.8086267335,2.1210130569479166,-53.808626733500006,-1.1210130569479166
LRA16M05,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",11,1.0,35.9159079107,3.2650825373363634,-24.9159079107,-2.2650825373363634
CP5111O4,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",47,1.0,88.4515654288,1.881948200612766,-41.451565428799995,-0.8819482006127659
CP5112N3,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",144,1.0,168.940380629,1.1731970877013889,-24.940380629000003,-0.17319708770138886
CP3202I1,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",170,1.0,179.9568673357,1.058569807857059,-9.956867335699997,-0.0585698078570589
CP5111O5,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",41,1.3225806451612903,55.7412710313,1.7981055171387097,-14.741271031300002,-0.47552487197741944
CP5113F3,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",8,1.0,109.1910737649,13.6488842206125,-101.1910737649,-12.6488842206125
CP5113F4,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",20,1.0,69.1364149675,3.456820748375,-49.1364149675,-2.456820748375
TRG0516M,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",215,1.1684782608695652,557.5150755149,3.0299732364940217,-342.5150755149,-1.8614949756244565
EBIS2AAN,"CALENTADORES DE AMERICA, S.A. DE C.V.",1100,1.0,27213.9092577781,24.739917507071002,-26113.9092577781,-23.739917507071002
EBIS2AAN,INDUSTRIAS GUTIERREZ S.A. DE C.V.,1800,2.25,3640.7106598985,4.550888324873125,-1840.7106598985001,-2.3008883248731253
EBIS2AAN,INSUMOS TÉRMICOS Y AUTOMATIZACIÓN DEL CENTRO S.A. DE C.V.,1000,2.0,819.0020666249,1.6380041332497999,180.99793337510005,0.3619958667502001
RCAL2DW,"CALENTADORES DE AMERICA, S.A. DE C.V.",650,1.4038876889848813,646.1716133631,1.3956190353414688,3.8283866368999497,0.008268653643412449
RCAL2R,"CALENTADORES DE AMERICA, S.A. DE C.V.",550,1.6467065868263473,1379.9268331265,4.1315174644505985,-829.9268331265,-2.484810877624251
EXTICAL2,"CALENTADORES DE AMERICA, S.A. DE C.V.",15509,4.24671412924425,9727.0591572608,2.663488268691347,5781.940842739201,1.5832258605529028
TCALSEN1,"CALENTADORES DE AMERICA, S.A. DE C.V.",19862,5.996980676328503,5916.4731352059,1.7863747388906703,13945.526864794101,4.210605937437833
PCALG,"CALENTADORES DE AMERICA, S.A. DE C.V.",4800,8.333333333333334,17164.550749063,29.79956727267882,-12364.550749063,-21.466233939345486
ARNPCALG,"CALENTADORES DE AMERICA, S.A. DE C.V.",4800,8.333333333333334,17164.550749063,29.79956727267882,-12364.550749063,-21.466233939345486
V2SAC,"CALENTADORES DE AMERICA, S.A. DE C.V.",12,4.0,13.5761316489,4.5253772163,-1.5761316489000006,-0.5253772162999999
ENRCAR4,"CALENTADORES DE AMERICA, S.A. DE C.V.",2015,4.763593380614657,965.7972419269,2.2832086097562647,1049.2027580731,2.4803847708583926
ENRCADW4,"CALENTADORES DE AMERICA, S.A. DE C.V.",2543,7.848765432098766,1956.0010595765,6.037040307334877,586.9989404235,1.811725124763889
ENRCAD4,"CALENTADORES DE AMERICA, S.A. DE C.V.",5643,4.831335616438356,887.9845454383,0.7602607409574486,4755.0154545617,4.071074875480907
ENRCADW3,"CALENTADORES DE AMERICA, S.A. DE C.V.",3013,7.2427884615384635,947.421477078,2.277455473745192,2065.578522922,4.965332987793271
ENRCAD5,"CALENTADORES DE AMERICA, S.A. DE C.V.",634,3.3020833333333335,1125.6029430223,5.8625153282411455,-491.6029430223,-2.560431994907812
EBIS2AAS,"CALENTADORES DE AMERICA, S.A. DE C.V.",222100,6.940625000000001,67719.4179177606,2.1162318099300186,154380.5820822394,4.824393190069982
BUJCAL06,"CALENTADORES DE AMERICA, S.A. DE C.V.",6300,10.5,3994.7278061723,6.657879676953834,2305.2721938277,3.8421203230461662
ENRCAD6,"CALENTADORES DE AMERICA, S.A. DE C.V.",211,3.296875,453.9952883256,7.0936763800875,-242.99528832559997,-3.7968013800874996
ENRCAR3,"CALENTADORES DE AMERICA, S.A. DE C.V.",4505,6.877862595419847,3206.0972579484,4.894804973967023,1298.9027420516,1.983057621452824
BUJCAL07,"CALENTADORES DE AMERICA, S.A. DE C.V.",18498,9.067647058823528,2461.1041730464,1.2064236142384313,16036.8958269536,7.861223444585097
BUJIA259,WHIRLPOOL CORPORATION,15500,3.875,6740.7223773834,1.68518059434585,8759.277622616599,2.1898194056541502
BUJIA262,WHIRLPOOL CORPORATION,15500,3.875,6894.8984909765,1.7237246227441252,8605.1015090235,2.1512753772558746
BUJIA323,WHIRLPOOL CORPORATION,17250,3.833333333333333,23595.4887762848,5.243441950285511,-6345.488776284801,-1.4101086169521784
BUJIA324,WHIRLPOOL CORPORATION,17250,3.833333333333333,23595.4887762848,5.243441950285511,-6345.488776284801,-1.4101086169521784
BUJIA325,WHIRLPOOL CORPORATION,17250,3.833333333333333,23595.4887762848,5.243441950285511,-6345.488776284801,-1.4101086169521784
BUJIA326,WHIRLPOOL CORPORATION,17250,3.833333333333333,23769.7116867632,5.282158152614044,-6519.711686763199,-1.448824819280711
BUJIA489,WHIRLPOOL CORPORATION,15500,3.875,6997.6063102884,1.7494015775721,8502.3936897116,2.1255984224279
BUJIA331,WHIRLPOOL CORPORATION,272000,13.600000000000001,224850.4450489723,11.242522252448614,47149.554951027705,2.3574777475513873
BUJIA332,WHIRLPOOL CORPORATION,247500,14.558823529411766,188398.6212492839,11.08227183819317,59101.3787507161,3.476551691218596
CELDA19,DANTHERM S.P.A. (SOCIETA UNIPERSONALE),24000,1.8461538461538463,29516.3343230161,2.270487255616623,-5516.334323016101,-0.42433340946277687
BUJPROR,KOBLENZ ELECTRICA S.A. DE C.V.,444600,9.459574468085107,623917.5336246346,13.274841140949672,-179317.5336246346,-3.8152666728645652
BUJPROA,KOBLENZ ELECTRICA S.A. DE C.V.,474000,9.294117647058824,698223.9801035359,13.69066627653992,-224223.98010353593,-4.396548629481096
BUJPROV,KOBLENZ ELECTRICA S.A. DE C.V.,145500,9.238095238095239,157117.8780720301,9.975738290287625,-11617.878072030086,-0.7376430521923858
RELKO5A,KOBLENZ ELECTRICA S.A. DE C.V.,12168,8.894736842105264,15846.3848728179,11.5836146731125,-3678.3848728179,-2.688877831007236
EBIS4TSP,"DYNAMIC COOKING SYSTEMS, INC.",3800,6.333333333333333,1302.5756096001,2.1709593493335,2497.4243903999,4.162373983999833
EBIS4TSP,MODERN HOME PRODUCTS,1000,2.0,740.4391970236,1.4808783940472,259.56080297640005,0.5191216059528001
EBIS4TSP,MUSIC CITY METALS,144,2.0,204.9339866834,2.846305370602778,-60.93398668340001,-0.8463053706027779
EBIS4TSP,MACCUILINN CLANCY,400,2.0,374.8006379585,1.8740031897924998,25.199362041500024,0.1259968102075002
EBIS6TSP,"DYNAMIC COOKING SYSTEMS, INC.",4425,4.538461538461538,5411.3335034542,5.55008564456841,-986.3335034541997,-1.011624106106872
EBIS6TSP,MODERN HOME PRODUCTS,1025,1.9523809523809523,759.3284112677,1.446339830986095,265.67158873230005,0.5060411213948572
EBIS6TSP,MUSIC CITY METALS,432,1.5,408.4204345062,1.4181265087020833,23.579565493799976,0.08187349129791666
EBIS6TSP,MACCUILINN CLANCY,375,1.6666666666666665,337.3205741627,1.4992025518342222,37.679425837300016,0.16746411483244428
